"type";"variable";"prettyName";"year";"value"
"YEARLY MORTALITY";"Total";"HCV related";1976;2
"YEARLY MORTALITY";"Total";"Not related to HCV";1976;49
"CUMULATIVE MORTALITY";"Total";"HCV related";1976;2
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1976;124
"YLLs";"Total";"Cirrhosis";1976;67
"YLLs";"Total";"HCC";1976;59
"YLLs";"Total";"Transplant";1976;0
"YLLs";"Total";"HCV related";1976;113
"YLLs";"Total";"Not related to HCV";1976;2860
"YLDs";"Total";"HCV+ acute";1976;90
"YLDs";"Total";"HCV+ chronic";1976;192
"YLDs";"Total";"Cirrhosis";1976;9
"YLDs";"Total";"HCC";1976;1
"YLDs";"Total";"Transplant";1976;0
"YLDs";"Total";"Total";1976;283
"DALYs";"Total";"HCV+ acute";1976;90
"DALYs";"Total";"HCV+ chronic";1976;192
"DALYs";"Total";"Cirrhosis";1976;76
"DALYs";"Total";"HCC";1976;59
"DALYs";"Total";"Transplant";1976;0
"DALYs";"Total";"HCV related";1976;377
"OVERLAPPING PREVALENCE";"Total";"Alive";1977;2417
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1977;1375
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1977;1339
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1977;46
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1977;969
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1977;36
"DISCRETE PREVALENCE";"Total";"HCC";1977;2
"DISCRETE PREVALENCE";"Total";"Transplant";1977;0
"INCIDENCE";"Total";"HCV+ acute";1977;395
"INCIDENCE";"Total";"HCV+ chronic";1977;270
"INCIDENCE";"Total";"Cirrhosis";1977;16
"INCIDENCE";"Total";"HCC";1977;2
"INCIDENCE";"Total";"Transplant";1977;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1977;2
"YEARLY MORTALITY";"Total";"HCC";1977;1
"YEARLY MORTALITY";"Total";"Transplant";1977;0
"YEARLY MORTALITY";"Total";"HCV related";1977;2
"YEARLY MORTALITY";"Total";"Not related to HCV";1977;56
"CUMULATIVE MORTALITY";"Total";"HCV related";1977;3
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1977;171
"YLLs";"Total";"Cirrhosis";1977;120
"YLLs";"Total";"HCC";1977;63
"YLLs";"Total";"Transplant";1977;0
"YLLs";"Total";"HCV related";1977;122
"YLLs";"Total";"Not related to HCV";1977;3288
"YLDs";"Total";"HCV+ acute";1977;100
"YLDs";"Total";"HCV+ chronic";1977;246
"YLDs";"Total";"Cirrhosis";1977;14
"YLDs";"Total";"HCC";1977;1
"YLDs";"Total";"Transplant";1977;0
"YLDs";"Total";"Total";1977;353
"DALYs";"Total";"HCV+ acute";1977;100
"DALYs";"Total";"HCV+ chronic";1977;246
"DALYs";"Total";"Cirrhosis";1977;130
"DALYs";"Total";"HCC";1977;63
"DALYs";"Total";"Transplant";1977;0
"DALYs";"Total";"HCV related";1977;459
"OVERLAPPING PREVALENCE";"Total";"Alive";1978;2884
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1978;1645
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1978;1595
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1978;59
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1978;1206
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1978;50
"DISCRETE PREVALENCE";"Total";"HCC";1978;2
"DISCRETE PREVALENCE";"Total";"Transplant";1978;0
"INCIDENCE";"Total";"HCV+ acute";1978;431
"INCIDENCE";"Total";"HCV+ chronic";1978;302
"INCIDENCE";"Total";"Cirrhosis";1978;20
"INCIDENCE";"Total";"HCC";1978;2
"INCIDENCE";"Total";"Transplant";1978;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1978;3
"YEARLY MORTALITY";"Total";"HCC";1978;1
"YEARLY MORTALITY";"Total";"Transplant";1978;0
"YEARLY MORTALITY";"Total";"HCV related";1978;3
"YEARLY MORTALITY";"Total";"Not related to HCV";1978;64
"CUMULATIVE MORTALITY";"Total";"HCV related";1978;5
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1978;224
"YLLs";"Total";"Cirrhosis";1978;150
"YLLs";"Total";"HCC";1978;63
"YLLs";"Total";"Transplant";1978;0
"YLLs";"Total";"HCV related";1978;173
"YLLs";"Total";"Not related to HCV";1978;3769
"YLDs";"Total";"HCV+ acute";1978;109
"YLDs";"Total";"HCV+ chronic";1978;306
"YLDs";"Total";"Cirrhosis";1978;18
"YLDs";"Total";"HCC";1978;1
"YLDs";"Total";"Transplant";1978;0
"YLDs";"Total";"Total";1978;424
"DALYs";"Total";"HCV+ acute";1978;109
"DALYs";"Total";"HCV+ chronic";1978;306
"DALYs";"Total";"Cirrhosis";1978;167
"DALYs";"Total";"HCC";1978;64
"DALYs";"Total";"Transplant";1978;0
"DALYs";"Total";"HCV related";1978;577
"OVERLAPPING PREVALENCE";"Total";"Alive";1979;3375
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1979;1932
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1979;1870
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1979;72
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1979;1449
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1979;67
"DISCRETE PREVALENCE";"Total";"HCC";1979;3
"DISCRETE PREVALENCE";"Total";"Transplant";1979;1
"INCIDENCE";"Total";"HCV+ acute";1979;462
"INCIDENCE";"Total";"HCV+ chronic";1979;325
"INCIDENCE";"Total";"Cirrhosis";1979;23
"INCIDENCE";"Total";"HCC";1979;3
"INCIDENCE";"Total";"Transplant";1979;1
"YEARLY MORTALITY";"Total";"Cirrhosis";1979;3
"YEARLY MORTALITY";"Total";"HCC";1979;2
"YEARLY MORTALITY";"Total";"Transplant";1979;0
"YEARLY MORTALITY";"Total";"HCV related";1979;4
"YEARLY MORTALITY";"Total";"Not related to HCV";1979;73
"CUMULATIVE MORTALITY";"Total";"HCV related";1979;7
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1979;287
"YLLs";"Total";"Cirrhosis";1979;173
"YLLs";"Total";"HCC";1979;102
"YLLs";"Total";"Transplant";1979;0
"YLLs";"Total";"HCV related";1979;213
"YLLs";"Total";"Not related to HCV";1979;4213
"YLDs";"Total";"HCV+ acute";1979;117
"YLDs";"Total";"HCV+ chronic";1979;368
"YLDs";"Total";"Cirrhosis";1979;25
"YLDs";"Total";"HCC";1979;2
"YLDs";"Total";"Transplant";1979;1
"YLDs";"Total";"Total";1979;499
"DALYs";"Total";"HCV+ acute";1979;117
"DALYs";"Total";"HCV+ chronic";1979;368
"DALYs";"Total";"Cirrhosis";1979;191
"DALYs";"Total";"HCC";1979;103
"DALYs";"Total";"Transplant";1979;1
"DALYs";"Total";"HCV related";1979;685
"OVERLAPPING PREVALENCE";"Total";"Alive";1980;3909
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1980;2230
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1980;2152
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1980;87
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1980;1703
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1980;86
"DISCRETE PREVALENCE";"Total";"HCC";1980;4
"DISCRETE PREVALENCE";"Total";"Transplant";1980;1
"INCIDENCE";"Total";"HCV+ acute";1980;489
"INCIDENCE";"Total";"HCV+ chronic";1980;351
"INCIDENCE";"Total";"Cirrhosis";1980;27
"INCIDENCE";"Total";"HCC";1980;3
"INCIDENCE";"Total";"Transplant";1980;1
"YEARLY MORTALITY";"Total";"Cirrhosis";1980;4
"YEARLY MORTALITY";"Total";"HCC";1980;2
"YEARLY MORTALITY";"Total";"Transplant";1980;0
"YEARLY MORTALITY";"Total";"HCV related";1980;5
"YEARLY MORTALITY";"Total";"Not related to HCV";1980;80
"CUMULATIVE MORTALITY";"Total";"HCV related";1980;10
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1980;358
"YLLs";"Total";"Cirrhosis";1980;223
"YLLs";"Total";"HCC";1980;119
"YLLs";"Total";"Transplant";1980;0
"YLLs";"Total";"HCV related";1980;273
"YLLs";"Total";"Not related to HCV";1980;4618
"YLDs";"Total";"HCV+ acute";1980;124
"YLDs";"Total";"HCV+ chronic";1980;433
"YLDs";"Total";"Cirrhosis";1980;31
"YLDs";"Total";"HCC";1980;3
"YLDs";"Total";"Transplant";1980;1
"YLDs";"Total";"Total";1980;577
"DALYs";"Total";"HCV+ acute";1980;124
"DALYs";"Total";"HCV+ chronic";1980;433
"DALYs";"Total";"Cirrhosis";1980;250
"DALYs";"Total";"HCC";1980;121
"DALYs";"Total";"Transplant";1980;1
"DALYs";"Total";"HCV related";1980;814
"OVERLAPPING PREVALENCE";"Total";"Alive";1981;4447
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1981;2534
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1981;2442
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1981;103
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1981;1968
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1981;108
"DISCRETE PREVALENCE";"Total";"HCC";1981;5
"DISCRETE PREVALENCE";"Total";"Transplant";1981;1
"INCIDENCE";"Total";"HCV+ acute";1981;515
"INCIDENCE";"Total";"HCV+ chronic";1981;368
"INCIDENCE";"Total";"Cirrhosis";1981;31
"INCIDENCE";"Total";"HCC";1981;4
"INCIDENCE";"Total";"Transplant";1981;1
"YEARLY MORTALITY";"Total";"Cirrhosis";1981;4
"YEARLY MORTALITY";"Total";"HCC";1981;3
"YEARLY MORTALITY";"Total";"Transplant";1981;0
"YEARLY MORTALITY";"Total";"HCV related";1981;5
"YEARLY MORTALITY";"Total";"Not related to HCV";1981;89
"CUMULATIVE MORTALITY";"Total";"HCV related";1981;13
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1981;433
"YLLs";"Total";"Cirrhosis";1981;228
"YLLs";"Total";"HCC";1981;155
"YLLs";"Total";"Transplant";1981;0
"YLLs";"Total";"HCV related";1981;296
"YLLs";"Total";"Not related to HCV";1981;5093
"YLDs";"Total";"HCV+ acute";1981;131
"YLDs";"Total";"HCV+ chronic";1981;500
"YLDs";"Total";"Cirrhosis";1981;39
"YLDs";"Total";"HCC";1981;3
"YLDs";"Total";"Transplant";1981;1
"YLDs";"Total";"Total";1981;659
"DALYs";"Total";"HCV+ acute";1981;131
"DALYs";"Total";"HCV+ chronic";1981;500
"DALYs";"Total";"Cirrhosis";1981;258
"DALYs";"Total";"HCC";1981;157
"DALYs";"Total";"Transplant";1981;1
"DALYs";"Total";"HCV related";1981;926
"OVERLAPPING PREVALENCE";"Total";"Alive";1982;4937
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1982;2804
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1982;2706
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1982;117
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1982;2243
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1982;132
"DISCRETE PREVALENCE";"Total";"HCC";1982;6
"DISCRETE PREVALENCE";"Total";"Transplant";1982;1
"INCIDENCE";"Total";"HCV+ acute";1982;506
"INCIDENCE";"Total";"HCV+ chronic";1982;388
"INCIDENCE";"Total";"Cirrhosis";1982;35
"INCIDENCE";"Total";"HCC";1982;4
"INCIDENCE";"Total";"Transplant";1982;1
"YEARLY MORTALITY";"Total";"Cirrhosis";1982;5
"YEARLY MORTALITY";"Total";"HCC";1982;3
"YEARLY MORTALITY";"Total";"Transplant";1982;0
"YEARLY MORTALITY";"Total";"HCV related";1982;7
"YEARLY MORTALITY";"Total";"Not related to HCV";1982;95
"CUMULATIVE MORTALITY";"Total";"HCV related";1982;18
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1982;517
"YLLs";"Total";"Cirrhosis";1982;271
"YLLs";"Total";"HCC";1982;169
"YLLs";"Total";"Transplant";1982;0
"YLLs";"Total";"HCV related";1982;364
"YLLs";"Total";"Not related to HCV";1982;5379
"YLDs";"Total";"HCV+ acute";1982;129
"YLDs";"Total";"HCV+ chronic";1982;570
"YLDs";"Total";"Cirrhosis";1982;47
"YLDs";"Total";"HCC";1982;4
"YLDs";"Total";"Transplant";1982;1
"YLDs";"Total";"Total";1982;730
"DALYs";"Total";"HCV+ acute";1982;129
"DALYs";"Total";"HCV+ chronic";1982;570
"DALYs";"Total";"Cirrhosis";1982;308
"DALYs";"Total";"HCC";1982;172
"DALYs";"Total";"Transplant";1982;1
"DALYs";"Total";"HCV related";1982;1050
"OVERLAPPING PREVALENCE";"Total";"Alive";1983;5408
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1983;3068
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1983;2949
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1983;135
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1983;2482
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1983;159
"DISCRETE PREVALENCE";"Total";"HCC";1983;6
"DISCRETE PREVALENCE";"Total";"Transplant";1983;1
"INCIDENCE";"Total";"HCV+ acute";1983;504
"INCIDENCE";"Total";"HCV+ chronic";1983;384
"INCIDENCE";"Total";"Cirrhosis";1983;40
"INCIDENCE";"Total";"HCC";1983;5
"INCIDENCE";"Total";"Transplant";1983;1
"YEARLY MORTALITY";"Total";"Cirrhosis";1983;6
"YEARLY MORTALITY";"Total";"HCC";1983;4
"YEARLY MORTALITY";"Total";"Transplant";1983;0
"YEARLY MORTALITY";"Total";"HCV related";1983;7
"YEARLY MORTALITY";"Total";"Not related to HCV";1983;102
"CUMULATIVE MORTALITY";"Total";"HCV related";1983;22
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1983;604
"YLLs";"Total";"Cirrhosis";1983;309
"YLLs";"Total";"HCC";1983;175
"YLLs";"Total";"Transplant";1983;0
"YLLs";"Total";"HCV related";1983;392
"YLLs";"Total";"Not related to HCV";1983;5745
"YLDs";"Total";"HCV+ acute";1983;128
"YLDs";"Total";"HCV+ chronic";1983;630
"YLDs";"Total";"Cirrhosis";1983;56
"YLDs";"Total";"HCC";1983;4
"YLDs";"Total";"Transplant";1983;1
"YLDs";"Total";"Total";1983;802
"DALYs";"Total";"HCV+ acute";1983;128
"DALYs";"Total";"HCV+ chronic";1983;630
"DALYs";"Total";"Cirrhosis";1983;353
"DALYs";"Total";"HCC";1983;178
"DALYs";"Total";"Transplant";1983;1
"DALYs";"Total";"HCV related";1983;1163
"OVERLAPPING PREVALENCE";"Total";"Alive";1984;6003
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1984;3341
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1984;3208
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1984;149
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1984;2715
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1984;190
"DISCRETE PREVALENCE";"Total";"HCC";1984;7
"DISCRETE PREVALENCE";"Total";"Transplant";1984;1
"INCIDENCE";"Total";"HCV+ acute";1984;530
"INCIDENCE";"Total";"HCV+ chronic";1984;380
"INCIDENCE";"Total";"Cirrhosis";1984;43
"INCIDENCE";"Total";"HCC";1984;5
"INCIDENCE";"Total";"Transplant";1984;1
"YEARLY MORTALITY";"Total";"Cirrhosis";1984;6
"YEARLY MORTALITY";"Total";"HCC";1984;4
"YEARLY MORTALITY";"Total";"Transplant";1984;0
"YEARLY MORTALITY";"Total";"HCV related";1984;9
"YEARLY MORTALITY";"Total";"Not related to HCV";1984;109
"CUMULATIVE MORTALITY";"Total";"HCV related";1984;28
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1984;695
"YLLs";"Total";"Cirrhosis";1984;326
"YLLs";"Total";"HCC";1984;214
"YLLs";"Total";"Transplant";1984;0
"YLLs";"Total";"HCV related";1984;464
"YLLs";"Total";"Not related to HCV";1984;6100
"YLDs";"Total";"HCV+ acute";1984;135
"YLDs";"Total";"HCV+ chronic";1984;690
"YLDs";"Total";"Cirrhosis";1984;67
"YLDs";"Total";"HCC";1984;4
"YLDs";"Total";"Transplant";1984;1
"YLDs";"Total";"Total";1984;875
"DALYs";"Total";"HCV+ acute";1984;135
"DALYs";"Total";"HCV+ chronic";1984;690
"DALYs";"Total";"Cirrhosis";1984;380
"DALYs";"Total";"HCC";1984;217
"DALYs";"Total";"Transplant";1984;1
"DALYs";"Total";"HCV related";1984;1291
"OVERLAPPING PREVALENCE";"Total";"Alive";1985;6637
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1985;3614
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1985;3465
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1985;166
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1985;2952
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1985;219
"DISCRETE PREVALENCE";"Total";"HCC";1985;8
"DISCRETE PREVALENCE";"Total";"Transplant";1985;1
"INCIDENCE";"Total";"HCV+ acute";1985;550
"INCIDENCE";"Total";"HCV+ chronic";1985;401
"INCIDENCE";"Total";"Cirrhosis";1985;47
"INCIDENCE";"Total";"HCC";1985;6
"INCIDENCE";"Total";"Transplant";1985;1
"YEARLY MORTALITY";"Total";"Cirrhosis";1985;7
"YEARLY MORTALITY";"Total";"HCC";1985;5
"YEARLY MORTALITY";"Total";"Transplant";1985;0
"YEARLY MORTALITY";"Total";"HCV related";1985;10
"YEARLY MORTALITY";"Total";"Not related to HCV";1985;118
"CUMULATIVE MORTALITY";"Total";"HCV related";1985;34
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1985;799
"YLLs";"Total";"Cirrhosis";1985;373
"YLLs";"Total";"HCC";1985;253
"YLLs";"Total";"Transplant";1985;0
"YLLs";"Total";"HCV related";1985;530
"YLLs";"Total";"Not related to HCV";1985;6533
"YLDs";"Total";"HCV+ acute";1985;140
"YLDs";"Total";"HCV+ chronic";1985;750
"YLDs";"Total";"Cirrhosis";1985;76
"YLDs";"Total";"HCC";1985;5
"YLDs";"Total";"Transplant";1985;1
"YLDs";"Total";"Total";1985;949
"DALYs";"Total";"HCV+ acute";1985;140
"DALYs";"Total";"HCV+ chronic";1985;750
"DALYs";"Total";"Cirrhosis";1985;438
"DALYs";"Total";"HCC";1985;258
"DALYs";"Total";"Transplant";1985;1
"DALYs";"Total";"HCV related";1985;1415
"OVERLAPPING PREVALENCE";"Total";"Alive";1986;7195
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1986;3851
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1986;3688
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1986;176
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1986;3183
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1986;253
"DISCRETE PREVALENCE";"Total";"HCC";1986;10
"DISCRETE PREVALENCE";"Total";"Transplant";1986;2
"INCIDENCE";"Total";"HCV+ acute";1986;527
"INCIDENCE";"Total";"HCV+ chronic";1986;416
"INCIDENCE";"Total";"Cirrhosis";1986;51
"INCIDENCE";"Total";"HCC";1986;7
"INCIDENCE";"Total";"Transplant";1986;2
"YEARLY MORTALITY";"Total";"Cirrhosis";1986;8
"YEARLY MORTALITY";"Total";"HCC";1986;6
"YEARLY MORTALITY";"Total";"Transplant";1986;0
"YEARLY MORTALITY";"Total";"HCV related";1986;12
"YEARLY MORTALITY";"Total";"Not related to HCV";1986;125
"CUMULATIVE MORTALITY";"Total";"HCV related";1986;42
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1986;910
"YLLs";"Total";"Cirrhosis";1986;407
"YLLs";"Total";"HCC";1986;298
"YLLs";"Total";"Transplant";1986;0
"YLLs";"Total";"HCV related";1986;588
"YLLs";"Total";"Not related to HCV";1986;6875
"YLDs";"Total";"HCV+ acute";1986;134
"YLDs";"Total";"HCV+ chronic";1986;808
"YLDs";"Total";"Cirrhosis";1986;87
"YLDs";"Total";"HCC";1986;6
"YLDs";"Total";"Transplant";1986;1
"YLDs";"Total";"Total";1986;1018
"DALYs";"Total";"HCV+ acute";1986;134
"DALYs";"Total";"HCV+ chronic";1986;808
