"type";"variable";"prettyName";"year";"value"
"OVERLAPPING PREVALENCE";"Total";"Alive";1974;1016
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1974;538
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1974;530
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1974;4
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1974;310
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1974;0
"DISCRETE PREVALENCE";"Total";"HCC";1974;0
"DISCRETE PREVALENCE";"Total";"Transplant";1974;0
"INCIDENCE";"Total";"HCV+ acute";1974;211
"INCIDENCE";"Total";"HCV+ chronic";1974;130
"INCIDENCE";"Total";"Cirrhosis";1974;0
"INCIDENCE";"Total";"HCC";1974;0
"INCIDENCE";"Total";"Transplant";1974;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1974;0
"YEARLY MORTALITY";"Total";"HCC";1974;0
"YEARLY MORTALITY";"Total";"Transplant";1974;0
"YEARLY MORTALITY";"Total";"HCV related";1974;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1974;14
"CUMULATIVE MORTALITY";"Total";"HCV related";1974;0
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1974;26
"YLLs";"Total";"Cirrhosis";1974;0
"YLLs";"Total";"HCC";1974;0
"YLLs";"Total";"Transplant";1974;0
"YLLs";"Total";"HCV related";1974;0
"YLLs";"Total";"Not related to HCV";1974;827
"YLDs";"Total";"HCV+ acute";1974;54
"YLDs";"Total";"HCV+ chronic";1974;79
"YLDs";"Total";"Cirrhosis";1974;0
"YLDs";"Total";"HCC";1974;0
"YLDs";"Total";"Transplant";1974;0
"YLDs";"Total";"Total";1974;137
"DALYs";"Total";"HCV+ acute";1974;54
"DALYs";"Total";"HCV+ chronic";1974;79
"DALYs";"Total";"Cirrhosis";1974;0
"DALYs";"Total";"HCC";1974;0
"DALYs";"Total";"Transplant";1974;0
"DALYs";"Total";"HCV related";1974;138
"OVERLAPPING PREVALENCE";"Total";"Alive";1975;1364
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1975;724
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1975;711
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1975;9
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1975;454
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1975;3
"DISCRETE PREVALENCE";"Total";"HCC";1975;0
"DISCRETE PREVALENCE";"Total";"Transplant";1975;0
"INCIDENCE";"Total";"HCV+ acute";1975;249
"INCIDENCE";"Total";"HCV+ chronic";1975;149
"INCIDENCE";"Total";"Cirrhosis";1975;1
"INCIDENCE";"Total";"HCC";1975;0
"INCIDENCE";"Total";"Transplant";1975;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1975;0
"YEARLY MORTALITY";"Total";"HCC";1975;0
"YEARLY MORTALITY";"Total";"Transplant";1975;0
"YEARLY MORTALITY";"Total";"HCV related";1975;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1975;20
"CUMULATIVE MORTALITY";"Total";"HCV related";1975;0
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1975;52
"YLLs";"Total";"Cirrhosis";1975;0
"YLLs";"Total";"HCC";1975;0
"YLLs";"Total";"Transplant";1975;0
"YLLs";"Total";"HCV related";1975;0
"YLLs";"Total";"Not related to HCV";1975;1182
"YLDs";"Total";"HCV+ acute";1975;63
"YLDs";"Total";"HCV+ chronic";1975;115
"YLDs";"Total";"Cirrhosis";1975;1
"YLDs";"Total";"HCC";1975;0
"YLDs";"Total";"Transplant";1975;0
"YLDs";"Total";"Total";1975;185
"DALYs";"Total";"HCV+ acute";1975;63
"DALYs";"Total";"HCV+ chronic";1975;115
"DALYs";"Total";"Cirrhosis";1975;1
"DALYs";"Total";"HCC";1975;0
"DALYs";"Total";"Transplant";1975;0
"DALYs";"Total";"HCV related";1975;186
"OVERLAPPING PREVALENCE";"Total";"Alive";1976;1737
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1976;934
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1976;912
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1976;15
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1976;612
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1976;7
"DISCRETE PREVALENCE";"Total";"HCC";1976;0
"DISCRETE PREVALENCE";"Total";"Transplant";1976;0
"INCIDENCE";"Total";"HCV+ acute";1976;288
"INCIDENCE";"Total";"HCV+ chronic";1976;175
"INCIDENCE";"Total";"Cirrhosis";1976;2
"INCIDENCE";"Total";"HCC";1976;0
"INCIDENCE";"Total";"Transplant";1976;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1976;0
"YEARLY MORTALITY";"Total";"HCC";1976;0
"YEARLY MORTALITY";"Total";"Transplant";1976;0
"YEARLY MORTALITY";"Total";"HCV related";1976;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1976;25
"CUMULATIVE MORTALITY";"Total";"HCV related";1976;0
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1976;84
"YLLs";"Total";"Cirrhosis";1976;0
"YLLs";"Total";"HCC";1976;0
"YLLs";"Total";"Transplant";1976;0
"YLLs";"Total";"HCV related";1976;0
"YLLs";"Total";"Not related to HCV";1976;1505
"YLDs";"Total";"HCV+ acute";1976;73
"YLDs";"Total";"HCV+ chronic";1976;155
"YLDs";"Total";"Cirrhosis";1976;3
"YLDs";"Total";"HCC";1976;0
"YLDs";"Total";"Transplant";1976;0
"YLDs";"Total";"Total";1976;239
"DALYs";"Total";"HCV+ acute";1976;73
"DALYs";"Total";"HCV+ chronic";1976;155
"DALYs";"Total";"Cirrhosis";1976;3
"DALYs";"Total";"HCC";1976;0
"DALYs";"Total";"Transplant";1976;0
"DALYs";"Total";"HCV related";1976;240
"OVERLAPPING PREVALENCE";"Total";"Alive";1977;2142
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1977;1164
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1977;1133
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1977;22
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1977;800
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1977;12
"DISCRETE PREVALENCE";"Total";"HCC";1977;0
"DISCRETE PREVALENCE";"Total";"Transplant";1977;0
"INCIDENCE";"Total";"HCV+ acute";1977;322
"INCIDENCE";"Total";"HCV+ chronic";1977;200
"INCIDENCE";"Total";"Cirrhosis";1977;4
"INCIDENCE";"Total";"HCC";1977;0
"INCIDENCE";"Total";"Transplant";1977;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1977;0
"YEARLY MORTALITY";"Total";"HCC";1977;0
"YEARLY MORTALITY";"Total";"Transplant";1977;0
"YEARLY MORTALITY";"Total";"HCV related";1977;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1977;31
"CUMULATIVE MORTALITY";"Total";"HCV related";1977;0
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1977;123
"YLLs";"Total";"Cirrhosis";1977;0
"YLLs";"Total";"HCC";1977;0
"YLLs";"Total";"Transplant";1977;0
"YLLs";"Total";"HCV related";1977;0
"YLLs";"Total";"Not related to HCV";1977;1804
"YLDs";"Total";"HCV+ acute";1977;82
"YLDs";"Total";"HCV+ chronic";1977;203
"YLDs";"Total";"Cirrhosis";1977;5
"YLDs";"Total";"HCC";1977;0
"YLDs";"Total";"Transplant";1977;0
"YLDs";"Total";"Total";1977;298
"DALYs";"Total";"HCV+ acute";1977;82
"DALYs";"Total";"HCV+ chronic";1977;203
"DALYs";"Total";"Cirrhosis";1977;5
"DALYs";"Total";"HCC";1977;0
"DALYs";"Total";"Transplant";1977;0
"DALYs";"Total";"HCV related";1977;300
"OVERLAPPING PREVALENCE";"Total";"Alive";1978;2577
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1978;1399
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1978;1360
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1978;31
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1978;1003
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1978;21
"DISCRETE PREVALENCE";"Total";"HCC";1978;0
"DISCRETE PREVALENCE";"Total";"Transplant";1978;0
"INCIDENCE";"Total";"HCV+ acute";1978;354
"INCIDENCE";"Total";"HCV+ chronic";1978;227
"INCIDENCE";"Total";"Cirrhosis";1978;6
"INCIDENCE";"Total";"HCC";1978;0
"INCIDENCE";"Total";"Transplant";1978;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1978;0
"YEARLY MORTALITY";"Total";"HCC";1978;0
"YEARLY MORTALITY";"Total";"Transplant";1978;0
"YEARLY MORTALITY";"Total";"HCV related";1978;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1978;38
"CUMULATIVE MORTALITY";"Total";"HCV related";1978;0
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1978;169
"YLLs";"Total";"Cirrhosis";1978;0
"YLLs";"Total";"HCC";1978;0
"YLLs";"Total";"Transplant";1978;0
"YLLs";"Total";"HCV related";1978;0
"YLLs";"Total";"Not related to HCV";1978;2203
"YLDs";"Total";"HCV+ acute";1978;90
"YLDs";"Total";"HCV+ chronic";1978;255
"YLDs";"Total";"Cirrhosis";1978;8
"YLDs";"Total";"HCC";1978;0
"YLDs";"Total";"Transplant";1978;0
"YLDs";"Total";"Total";1978;361
"DALYs";"Total";"HCV+ acute";1978;90
"DALYs";"Total";"HCV+ chronic";1978;255
"DALYs";"Total";"Cirrhosis";1978;8
"DALYs";"Total";"HCC";1978;0
"DALYs";"Total";"Transplant";1978;0
"DALYs";"Total";"HCV related";1978;362
"OVERLAPPING PREVALENCE";"Total";"Alive";1979;3040
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1979;1657
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1979;1608
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1979;40
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1979;1206
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1979;31
"DISCRETE PREVALENCE";"Total";"HCC";1979;0
"DISCRETE PREVALENCE";"Total";"Transplant";1979;0
"INCIDENCE";"Total";"HCV+ acute";1979;381
"INCIDENCE";"Total";"HCV+ chronic";1979;250
"INCIDENCE";"Total";"Cirrhosis";1979;7
"INCIDENCE";"Total";"HCC";1979;0
"INCIDENCE";"Total";"Transplant";1979;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1979;0
"YEARLY MORTALITY";"Total";"HCC";1979;0
"YEARLY MORTALITY";"Total";"Transplant";1979;0
"YEARLY MORTALITY";"Total";"HCV related";1979;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1979;44
"CUMULATIVE MORTALITY";"Total";"HCV related";1979;0
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1979;223
"YLLs";"Total";"Cirrhosis";1979;0
"YLLs";"Total";"HCC";1979;0
"YLLs";"Total";"Transplant";1979;0
"YLLs";"Total";"HCV related";1979;0
"YLLs";"Total";"Not related to HCV";1979;2494
"YLDs";"Total";"HCV+ acute";1979;97
"YLDs";"Total";"HCV+ chronic";1979;306
"YLDs";"Total";"Cirrhosis";1979;12
"YLDs";"Total";"HCC";1979;0
"YLDs";"Total";"Transplant";1979;0
"YLDs";"Total";"Total";1979;428
"DALYs";"Total";"HCV+ acute";1979;97
"DALYs";"Total";"HCV+ chronic";1979;306
"DALYs";"Total";"Cirrhosis";1979;12
"DALYs";"Total";"HCC";1979;0
"DALYs";"Total";"Transplant";1979;0
"DALYs";"Total";"HCV related";1979;436
"OVERLAPPING PREVALENCE";"Total";"Alive";1980;3522
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1980;1920
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1980;1855
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1980;51
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1980;1435
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1980;42
"DISCRETE PREVALENCE";"Total";"HCC";1980;0
"DISCRETE PREVALENCE";"Total";"Transplant";1980;0
"INCIDENCE";"Total";"HCV+ acute";1980;410
"INCIDENCE";"Total";"HCV+ chronic";1980;272
"INCIDENCE";"Total";"Cirrhosis";1980;11
"INCIDENCE";"Total";"HCC";1980;0
"INCIDENCE";"Total";"Transplant";1980;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1980;0
"YEARLY MORTALITY";"Total";"HCC";1980;0
"YEARLY MORTALITY";"Total";"Transplant";1980;0
"YEARLY MORTALITY";"Total";"HCV related";1980;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1980;49
"CUMULATIVE MORTALITY";"Total";"HCV related";1980;1
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1980;282
"YLLs";"Total";"Cirrhosis";1980;0
"YLLs";"Total";"HCC";1980;0
"YLLs";"Total";"Transplant";1980;0
"YLLs";"Total";"HCV related";1980;0
"YLLs";"Total";"Not related to HCV";1980;2782
"YLDs";"Total";"HCV+ acute";1980;104
"YLDs";"Total";"HCV+ chronic";1980;364
"YLDs";"Total";"Cirrhosis";1980;15
"YLDs";"Total";"HCC";1980;0
"YLDs";"Total";"Transplant";1980;0
"YLDs";"Total";"Total";1980;496
"DALYs";"Total";"HCV+ acute";1980;104
"DALYs";"Total";"HCV+ chronic";1980;364
"DALYs";"Total";"Cirrhosis";1980;17
"DALYs";"Total";"HCC";1980;0
"DALYs";"Total";"Transplant";1980;0
"DALYs";"Total";"HCV related";1980;513
"OVERLAPPING PREVALENCE";"Total";"Alive";1981;4018
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1981;2177
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1981;2101
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1981;61
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1981;1657
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1981;56
"DISCRETE PREVALENCE";"Total";"HCC";1981;0
"DISCRETE PREVALENCE";"Total";"Transplant";1981;0
"INCIDENCE";"Total";"HCV+ acute";1981;429
"INCIDENCE";"Total";"HCV+ chronic";1981;291
"INCIDENCE";"Total";"Cirrhosis";1981;13
"INCIDENCE";"Total";"HCC";1981;0
"INCIDENCE";"Total";"Transplant";1981;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1981;0
"YEARLY MORTALITY";"Total";"HCC";1981;0
"YEARLY MORTALITY";"Total";"Transplant";1981;0
"YEARLY MORTALITY";"Total";"HCV related";1981;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1981;55
"CUMULATIVE MORTALITY";"Total";"HCV related";1981;2
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1981;352
"YLLs";"Total";"Cirrhosis";1981;0
"YLLs";"Total";"HCC";1981;0
"YLLs";"Total";"Transplant";1981;0
"YLLs";"Total";"HCV related";1981;0
"YLLs";"Total";"Not related to HCV";1981;3130
"YLDs";"Total";"HCV+ acute";1981;109
"YLDs";"Total";"HCV+ chronic";1981;421
"YLDs";"Total";"Cirrhosis";1981;20
"YLDs";"Total";"HCC";1981;0
"YLDs";"Total";"Transplant";1981;0
"YLDs";"Total";"Total";1981;564
"DALYs";"Total";"HCV+ acute";1981;109
"DALYs";"Total";"HCV+ chronic";1981;421
"DALYs";"Total";"Cirrhosis";1981;23
"DALYs";"Total";"HCC";1981;0
"DALYs";"Total";"Transplant";1981;0
"DALYs";"Total";"HCV related";1981;600
"OVERLAPPING PREVALENCE";"Total";"Alive";1982;4465
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1982;2411
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1982;2322
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1982;74
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1982;1895
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1982;72
"DISCRETE PREVALENCE";"Total";"HCC";1982;0
"DISCRETE PREVALENCE";"Total";"Transplant";1982;0
"INCIDENCE";"Total";"HCV+ acute";1982;422
"INCIDENCE";"Total";"HCV+ chronic";1982;303
"INCIDENCE";"Total";"Cirrhosis";1982;16
"INCIDENCE";"Total";"HCC";1982;0
"INCIDENCE";"Total";"Transplant";1982;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1982;0
"YEARLY MORTALITY";"Total";"HCC";1982;0
"YEARLY MORTALITY";"Total";"Transplant";1982;0
"YEARLY MORTALITY";"Total";"HCV related";1982;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1982;61
"CUMULATIVE MORTALITY";"Total";"HCV related";1982;3
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1982;425
"YLLs";"Total";"Cirrhosis";1982;0
"YLLs";"Total";"HCC";1982;0
"YLLs";"Total";"Transplant";1982;0
"YLLs";"Total";"HCV related";1982;0
"YLLs";"Total";"Not related to HCV";1982;3434
"YLDs";"Total";"HCV+ acute";1982;107
"YLDs";"Total";"HCV+ chronic";1982;481
"YLDs";"Total";"Cirrhosis";1982;26
"YLDs";"Total";"HCC";1982;0
"YLDs";"Total";"Transplant";1982;0
"YLDs";"Total";"Total";1982;625
"DALYs";"Total";"HCV+ acute";1982;107
"DALYs";"Total";"HCV+ chronic";1982;481
"DALYs";"Total";"Cirrhosis";1982;29
"DALYs";"Total";"HCC";1982;0
"DALYs";"Total";"Transplant";1982;0
"DALYs";"Total";"HCV related";1982;661
"OVERLAPPING PREVALENCE";"Total";"Alive";1983;4913
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1983;2642
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1983;2541
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1983;87
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1983;2104
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1983;90
"DISCRETE PREVALENCE";"Total";"HCC";1983;0
"DISCRETE PREVALENCE";"Total";"Transplant";1983;0
"INCIDENCE";"Total";"HCV+ acute";1983;423
"INCIDENCE";"Total";"HCV+ chronic";1983;299
"INCIDENCE";"Total";"Cirrhosis";1983;18
"INCIDENCE";"Total";"HCC";1983;0
"INCIDENCE";"Total";"Transplant";1983;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1983;0
"YEARLY MORTALITY";"Total";"HCC";1983;0
"YEARLY MORTALITY";"Total";"Transplant";1983;0
"YEARLY MORTALITY";"Total";"HCV related";1983;0
"YEARLY MORTALITY";"Total";"Not related to HCV";1983;66
"CUMULATIVE MORTALITY";"Total";"HCV related";1983;6
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1983;502
"YLLs";"Total";"Cirrhosis";1983;0
"YLLs";"Total";"HCC";1983;0
"YLLs";"Total";"Transplant";1983;0
"YLLs";"Total";"HCV related";1983;0
"YLLs";"Total";"Not related to HCV";1983;3718
"YLDs";"Total";"HCV+ acute";1983;107
"YLDs";"Total";"HCV+ chronic";1983;534
"YLDs";"Total";"Cirrhosis";1983;32
"YLDs";"Total";"HCC";1983;0
"YLDs";"Total";"Transplant";1983;0
"YLDs";"Total";"Total";1983;689
"DALYs";"Total";"HCV+ acute";1983;107
"DALYs";"Total";"HCV+ chronic";1983;534
"DALYs";"Total";"Cirrhosis";1983;37
"DALYs";"Total";"HCC";1983;0
"DALYs";"Total";"Transplant";1983;0
"DALYs";"Total";"HCV related";1983;745
"OVERLAPPING PREVALENCE";"Total";"Alive";1984;5458
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1984;2882
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1984;2764
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1984;97
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1984;2311
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1984;112
"DISCRETE PREVALENCE";"Total";"HCC";1984;0
"DISCRETE PREVALENCE";"Total";"Transplant";1984;0
"INCIDENCE";"Total";"HCV+ acute";1984;443
"INCIDENCE";"Total";"HCV+ chronic";1984;301
"INCIDENCE";"Total";"Cirrhosis";1984;21
"INCIDENCE";"Total";"HCC";1984;0
"INCIDENCE";"Total";"Transplant";1984;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1984;0
"YEARLY MORTALITY";"Total";"HCC";1984;0
"YEARLY MORTALITY";"Total";"Transplant";1984;0
"YEARLY MORTALITY";"Total";"HCV related";1984;1
"YEARLY MORTALITY";"Total";"Not related to HCV";1984;71
"CUMULATIVE MORTALITY";"Total";"HCV related";1984;8
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1984;587
"YLLs";"Total";"Cirrhosis";1984;0
"YLLs";"Total";"HCC";1984;0
"YLLs";"Total";"Transplant";1984;0
"YLLs";"Total";"HCV related";1984;48
"YLLs";"Total";"Not related to HCV";1984;3952
"YLDs";"Total";"HCV+ acute";1984;113
"YLDs";"Total";"HCV+ chronic";1984;587
"YLDs";"Total";"Cirrhosis";1984;39
"YLDs";"Total";"HCC";1984;0
"YLDs";"Total";"Transplant";1984;0
"YLDs";"Total";"Total";1984;752
"DALYs";"Total";"HCV+ acute";1984;113
"DALYs";"Total";"HCV+ chronic";1984;587
"DALYs";"Total";"Cirrhosis";1984;49
"DALYs";"Total";"HCC";1984;1
"DALYs";"Total";"Transplant";1984;0
"DALYs";"Total";"HCV related";1984;833
"OVERLAPPING PREVALENCE";"Total";"Alive";1985;6051
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1985;3125
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1985;2993
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1985;110
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1985;2511
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1985;133
"DISCRETE PREVALENCE";"Total";"HCC";1985;1
"DISCRETE PREVALENCE";"Total";"Transplant";1985;0
"INCIDENCE";"Total";"HCV+ acute";1985;461
"INCIDENCE";"Total";"HCV+ chronic";1985;313
"INCIDENCE";"Total";"Cirrhosis";1985;22
"INCIDENCE";"Total";"HCC";1985;0
"INCIDENCE";"Total";"Transplant";1985;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1985;0
"YEARLY MORTALITY";"Total";"HCC";1985;0
"YEARLY MORTALITY";"Total";"Transplant";1985;0
"YEARLY MORTALITY";"Total";"HCV related";1985;1
"YEARLY MORTALITY";"Total";"Not related to HCV";1985;80
"CUMULATIVE MORTALITY";"Total";"HCV related";1985;11
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1985;683
"YLLs";"Total";"Cirrhosis";1985;0
"YLLs";"Total";"HCC";1985;0
"YLLs";"Total";"Transplant";1985;0
"YLLs";"Total";"HCV related";1985;50
"YLLs";"Total";"Not related to HCV";1985;4456
"YLDs";"Total";"HCV+ acute";1985;117
"YLDs";"Total";"HCV+ chronic";1985;638
"YLDs";"Total";"Cirrhosis";1985;47
"YLDs";"Total";"HCC";1985;1
"YLDs";"Total";"Transplant";1985;0
"YLDs";"Total";"Total";1985;820
"DALYs";"Total";"HCV+ acute";1985;117
"DALYs";"Total";"HCV+ chronic";1985;638
"DALYs";"Total";"Cirrhosis";1985;57
"DALYs";"Total";"HCC";1985;1
"DALYs";"Total";"Transplant";1985;0
"DALYs";"Total";"HCV related";1985;902
"OVERLAPPING PREVALENCE";"Total";"Alive";1986;6592
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";1986;3343
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";1986;3201
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";1986;121
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";1986;2722
"DISCRETE PREVALENCE";"Total";"Cirrhosis";1986;157
"DISCRETE PREVALENCE";"Total";"HCC";1986;1
"DISCRETE PREVALENCE";"Total";"Transplant";1986;0
"INCIDENCE";"Total";"HCV+ acute";1986;442
"INCIDENCE";"Total";"HCV+ chronic";1986;328
"INCIDENCE";"Total";"Cirrhosis";1986;25
"INCIDENCE";"Total";"HCC";1986;0
"INCIDENCE";"Total";"Transplant";1986;0
"YEARLY MORTALITY";"Total";"Cirrhosis";1986;1
"YEARLY MORTALITY";"Total";"HCC";1986;0
"YEARLY MORTALITY";"Total";"Transplant";1986;0
"YEARLY MORTALITY";"Total";"HCV related";1986;2
"YEARLY MORTALITY";"Total";"Not related to HCV";1986;84
"CUMULATIVE MORTALITY";"Total";"HCV related";1986;16
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";1986;783
"YLLs";"Total";"Cirrhosis";1986;43
"YLLs";"Total";"HCC";1986;0
"YLLs";"Total";"Transplant";1986;0
"YLLs";"Total";"HCV related";1986;91
"YLLs";"Total";"Not related to HCV";1986;4635
"YLDs";"Total";"HCV+ acute";1986;112
"YLDs";"Total";"HCV+ chronic";1986;691
"YLDs";"Total";"Cirrhosis";1986;54
"YLDs";"Total";"HCC";1986;1
"YLDs";"Total";"Transplant";1986;0
"YLDs";"Total";"Total";1986;878
"DALYs";"Total";"HCV+ acute";1986;112
"DALYs";"Total";"HCV+ chronic";1986;691
